scene_index,prompt
583,"This mid-century modern kitchen features a sleek walnut dining table centered in the room. A white range hood hangs against the far wall, while bar stools with tapered legs sit neatly by the window, inviting casual meals."
584,"A contemporary kitchen featuring sleek white kitchen cabinets and a stainless steel refrigerator against the wall. A modern range hood hangs above the stove, while three minimalist bar stools sit by the window, creating a bright and airy dining nook."
585,"This eclectic kitchen features a vintage range hood above a rustic dining table, flanked by colorful bar stools. A white refrigerator stands against the wall next to a sleek sink, creating a vibrant, functional culinary space."
586,"This coastal kitchen features a large white kitchen island in the center, flanked by two wooden chairs. A sleek stainless steel refrigerator stands against the wall, complementing the bright, airy aesthetic with soft blue accents and natural light streaming through the window."
587,"An eclectic kitchen features a towering blue refrigerator against the wall and a vintage wooden chair tucked beside the central island, creating a cozy, lived-in atmosphere."
588,"A bohemian kitchen features a wooden dining table in the center, surrounded by mismatched chairs, while a vintage kitchen island sits against the wall. Natural textures and warm lighting create an inviting atmosphere."
589,"An industrial loft kitchen featuring a stainless steel refrigerator against the wall, a concrete kitchen island in the center, and an exposed brick range hood above a professional oven."
590,"A contemporary kitchen showcases a sleek white island in the center, surrounded by two black bar stools. A stainless steel refrigerator stands against the wall, complementing the modern aesthetic with clean lines and minimalist design."
591,"A serene Japandi kitchen features a sleek kitchen island in the center, flanked by minimalist bar stools. Tall wooden kitchen cabinets line the back wall, while a compact dishwasher sits neatly beneath the counter, blending warmth with modern functionality."
592,"A bright coastal kitchen features a white kitchen island in the center, flanked by two wooden bar stools. A stainless steel refrigerator stands against the far wall, while light wood kitchen cabinets line the remaining sides, creating an airy and inviting atmosphere."
593,"This modern minimalist kitchen features a sleek white kitchen island in the center, flanked by two bar stools. A stainless steel range hood hangs above the cooktop, while built-in kitchen cabinets line the wall, creating a clean and uncluttered aesthetic."
594,"This mid-century modern kitchen features a sleek stainless steel refrigerator standing against the left wall, while a white kitchen island sits in the center. A vintage-style chair is tucked neatly under the counter, creating a welcoming breakfast nook near the large windows."
595,"A mid-century modern kitchen showcases a sleek white island in the center, paired with three walnut bar stools. A stainless steel refrigerator stands against the far wall, while a vintage-style range hood anchors the cooking zone above."
596,"A serene coastal kitchen features a white kitchen island in the center, paired with light blue bar stools. Wooden kitchen cabinets line the wall, while a stainless steel refrigerator stands by the window, letting in natural light."
597,"This rustic farmhouse kitchen features a sturdy wooden dining table in the center, accompanied by two woven bar stools. A white kitchen island sits against the wall, providing ample prep space beside the modern stainless steel refrigerator."
