ID,Description,ObjCount,ObjAttr,OORel,OARel,Difficulty,SceneScope
380,"Soft light filters through the window onto a tall wooden desk placed near its sill, where a red table lamp, a blue storybook, and a wooden toy car occupy the surface. A green swivel chair faces the desk. Beside the desk, an open white bookshelf stands next to the door with a small picture frame on its top shelf. Across the room, a white wardrobe rests against the opposite wall. A cozy twin bed with a striped blue duvet is tucked against the side wall, and four plush animals—a lion, a rabbit, a dinosaur, and an elephant—rest on the head of the bed.","eq,1,desk; eq,1,table_lamp; eq,1,storybook; eq,1,toy_car; eq,1,swivel_chair; eq,1,bookshelf; eq,1,picture_frame; eq,1,wardrobe; eq,1,bed; eq,1,toy_lion; eq,1,toy_rabbit; eq,1,toy_dinosaur; eq,1,toy_elephant","eq,1,desk,tall; eq,1,desk,wooden; eq,1,table_lamp,red; eq,1,storybook,blue; eq,1,toy_car,wooden; eq,1,swivel_chair,green; eq,1,bookshelf,white; eq,1,bookshelf,open; eq,1,wardrobe,white; eq,1,bed,twin; eq,1,bed,striped_blue; eq,1,toy_lion,plush; eq,1,toy_rabbit,plush; eq,1,toy_dinosaur,plush; eq,1,toy_elephant,plush; eq,1,picture_frame,small; eq,1,bed,cozy","eq,1,on,0,desk,table_lamp; eq,1,on,0,desk,storybook; eq,1,on,0,desk,toy_car; eq,1,face,0,desk,swivel_chair; eq,1,beside,0,desk,bookshelf; eq,1,top_region,0,bookshelf,picture_frame; eq,1,on,0,bed,toy_lion; eq,1,on,0,bed,toy_rabbit; eq,1,on,0,bed,toy_dinosaur; eq,1,on,0,bed,toy_elephant; eq,1,across,0,bookshelf,wardrobe","eq,1,near,desk,window; eq,1,next,bookshelf,door; eq,1,against,wardrobe,wall; eq,1,against,bed,wall",hard,single_room
381,"Soft daylight streams through the window onto a sleek walnut desk positioned beneath it, where a silver laptop is open, a black MIDI keyboard sits to the left of the laptop, and a pair of studio headphones lie to the right. A white ergonomic chair faces the desk. Next to the desk, a black guitar stand has an electric guitar to the right of it. A low platform bed with a charcoal gray duvet rests against the opposite wall, and a wooden nightstand next to the bed supports a vintage analog clock and a small succulent plant. An open metal bookshelf stands beside the door, displaying a vinyl record on the middle shelf.","eq,1,desk; eq,1,laptop; eq,1,midi_keyboard; eq,1,studio_headphones; eq,1,ergonomic_chair; eq,1,guitar_stand; eq,1,electric_guitar; eq,1,bed; eq,1,nightstand; eq,1,analog_clock; eq,1,succulent_plant; eq,1,bookshelf; eq,1,vinyl_record","eq,1,desk,walnut; eq,1,desk,sleek; eq,1,laptop,silver; eq,1,laptop,open; eq,1,midi_keyboard,black; eq,1,ergonomic_chair,white; eq,1,guitar_stand,black; eq,1,bed,low_platform; eq,1,bed,charcoal_gray; eq,1,nightstand,wooden; eq,1,analog_clock,vintage; eq,1,succulent_plant,small; eq,1,bookshelf,metal; eq,1,bookshelf,open","eq,1,on,0,desk,laptop; eq,1,on,0,desk,midi_keyboard; eq,1,on,0,desk,studio_headphones; eq,1,left,0,laptop,midi_keyboard; eq,1,right,0,laptop,studio_headphones; eq,1,face,0,desk,ergonomic_chair; eq,1,next,0,desk,guitar_stand; eq,1,right,0,guitar_stand,electric_guitar; eq,1,next,0,bed,nightstand; eq,1,on,0,nightstand,analog_clock; eq,1,on,0,nightstand,succulent_plant; eq,1,within,0,bookshelf,vinyl_record; eq,1,opposite,0,desk,bed","eq,1,near,desk,window; eq,1,next,bookshelf,door; eq,1,against,bed,wall",hard,single_room
382,"Late afternoon light falls through a tall window onto a matte black writing desk placed beneath it, where a DSLR camera rests to the left of a silver laptop and a 50 mm lens stands upright to its right. A gray mesh ergonomic chair faces the desk. A modular white shelving unit sits next to the door, holding two photo frames with black-and-white prints and a small potted fern, all on top of the unit. Opposite the shelving, a low platform bed with a white quilted coverlet is set against the far wall, and two framed landscape photographs on the wall above its head. A wooden tripod floor lamp stands near the shelving unit.","eq,1,writing_desk; eq,1,camera; eq,1,laptop; eq,1,lens; eq,1,ergonomic_chair; eq,1,shelving_unit; eq,2,photo_frame; eq,1,fern; eq,1,bed; eq,2,photograph; eq,1,floor_lamp","eq,1,writing_desk,matte_black; eq,1,camera,DSLR; eq,1,laptop,silver; eq,1,lens,50_mm; eq,1,ergonomic_chair,gray; eq,1,shelving_unit,white; eq,1,shelving_unit,modular; eq,2,photo_frame,with_black_and_white_print; eq,1,fern,small; eq,1,fern,potted; eq,1,bed,low_platform; eq,1,bed,white_quilted; eq,2,photograph,landscape; eq,1,floor_lamp,wooden; eq,1,floor_lamp,tripod; eq,1,lens,upright; eq,1,ergonomic_chair,mesh; eq,2,photograph,framed","eq,1,on,0,writing_desk,camera; eq,1,on,0,writing_desk,laptop; eq,1,on,0,writing_desk,lens; eq,1,left,0,laptop,camera; eq,1,right,0,laptop,lens; eq,1,face,0,writing_desk,ergonomic_chair; eq,2,on,0,shelving_unit,photo_frame; eq,1,on,0,shelving_unit,fern; eq,2,above,0,bed,photograph; eq,1,across,0,shelving_unit,bed; eq,1,near,0,shelving_unit,floor_lamp","eq,1,under,writing_desk,window; eq,1,next,shelving_unit,door; eq,1,against,bed,wall; eq,2,on,photograph,wall",hard,single_room
383,"A deep navy sofa with two patterned throw pillows faces a walnut coffee table holding a novel and a television remote. A tan leather armchair is angled toward the sofa, with a round side table next to it supporting a table lamp and a hardcover book. In the corner, a tall wooden bookshelf stands against a light gray wall, its middle shelf displaying a ceramic vase. Under the wide window, a sleek TV stand is topped by a framed abstract painting. A potted fern rests on the side table beside the armchair.","eq,1,sofa; eq,2,throw_pillow; eq,1,coffee_table; eq,2,book; eq,1,remote; eq,1,armchair; eq,1,side_table; eq,1,table_lamp; eq,1,bookshelf; eq,1,vase; eq,1,tv_stand; eq,1,painting; eq,1,fern","eq,1,sofa,deep_navy; eq,2,throw_pillow,patterned; eq,1,coffee_table,walnut; eq,1,armchair,tan; eq,1,armchair,leather; eq,1,side_table,round; eq,1,bookshelf,tall; eq,1,bookshelf,wooden; eq,1,vase,ceramic; eq,1,tv_stand,sleek; eq,1,painting,framed; eq,1,painting,abstract; eq,1,fern,potted; eq,1,book,novel; eq,1,book,hardcover","eq,1,facing,0,coffee_table,sofa; eq,2,on,0,sofa,throw_pillow; eq,1,on,0,coffee_table,book; eq,1,on,0,coffee_table,remote; eq,1,facing,0,sofa,armchair; eq,1,next,0,armchair,side_table; eq,1,on,0,side_table,table_lamp; eq,1,on,0,side_table,book; eq,1,on,0,side_table,fern; eq,1,within,0,bookshelf,vase; eq,1,on,0,tv_stand,painting","eq,1,corner,bookshelf,room; eq,1,against,bookshelf,wall; eq,1,under,tv_stand,window",hard,single_room
384,"A gray L-shaped sectional anchors the room, layered with two cream-colored pillows. A round glass-top coffee table sits in front of it, holding a single hardcover book and a brass bowl. Two leather club chairs face the sectional across a large ivory wool rug. To the side, a tall floor lamp provides soft light next to a fiddle leaf fig. A low media console spans the opposite wall, topped by a sculptural ceramic vase and a hardcover book. Adjacent, a walnut sideboard is illuminated by a brass table lamp and displays a small picture frame.","eq,1,sectional; eq,2,pillow; eq,1,coffee_table; eq,2,book; eq,1,bowl; eq,2,club_chair; eq,1,rug; eq,1,floor_lamp; eq,1,fiddle_leaf_fig; eq,1,media_console; eq,1,vase; eq,1,sideboard; eq,1,table_lamp; eq,1,picture_frame","eq,1,sectional,gray; eq,1,sectional,l_shaped; eq,2,pillow,cream_colored; eq,1,coffee_table,round; eq,1,coffee_table,glass_top; eq,2,book,hardcover; eq,1,bowl,brass; eq,2,club_chair,leather; eq,1,rug,large; eq,1,rug,ivory; eq,1,rug,wool; eq,1,floor_lamp,tall; eq,1,media_console,low; eq,1,vase,sculptural; eq,1,vase,ceramic; eq,1,sideboard,walnut; eq,1,table_lamp,brass; eq,1,picture_frame,small","eq,1,front,0,sectional,coffee_table; eq,2,on,0,sectional,pillow; eq,1,on,0,coffee_table,book; eq,1,on,0,coffee_table,bowl; eq,2,facing,0,sectional,club_chair; eq,1,on,0,rug,sectional; eq,2,on,0,rug,club_chair; eq,1,next,0,floor_lamp,fiddle_leaf_fig; eq,2,across,0,sectional,club_chair; eq,1,on,0,media_console,vase; eq,1,on,0,media_console,book; eq,1,adjacent,0,media_console,sideboard; eq,1,on,0,sideboard,table_lamp; eq,1,on,0,sideboard,picture_frame; eq,1,opposite,0,floor_lamp,media_console","eq,1,against,media_console,wall; eq,1,center,sectional,room",hard,single_room
385,"In this contemporary living room, a gray sectional sofa faces a minimalist marble fireplace. Two velvet armchairs sit opposite the sofa facing a rectangular glass-top coffee table. Beside one armchair stands a slim floor lamp. Along the adjacent wall, a low-profile media console supports a flat screen TV with two ceramic vases, and a round side table next to the sofa holds a potted fern. Hanging above the media console is a large abstract painting. A tall bookshelf stands by the window, with three hardcover books and a photo frame displayed on its shelves. A geometric wool rug anchors the seating area.","eq,1,sofa; eq,1,fireplace; eq,2,armchair; eq,1,coffee_table; eq,1,floor_lamp; eq,1,media_console; eq,1,TV; eq,2,vase; eq,1,side_table; eq,1,fern; eq,1,painting; eq,1,bookshelf; eq,3,book; eq,1,photo_frame; eq,1,rug","eq,1,sofa,gray; eq,1,sofa,sectional; eq,1,fireplace,minimalist; eq,1,fireplace,marble; eq,2,armchair,velvet; eq,1,coffee_table,rectangular; eq,1,coffee_table,glass_top; eq,1,floor_lamp,slim; eq,1,media_console,low_profile; eq,1,TV,flat_screen; eq,2,vase,ceramic; eq,1,side_table,round; eq,1,fern,potted; eq,1,painting,large; eq,1,painting,abstract; eq,1,bookshelf,tall; eq,3,book,hardcover; eq,1,rug,geometric; eq,1,rug,wool","eq,1,face,0,fireplace,sofa; eq,2,opposite,0,sofa,armchair; eq,2,face,0,coffee_table,armchair; eq,1,beside,0,armchair,floor_lamp; eq,1,on,0,media_console,TV; eq,2,on,0,media_console,vase; eq,1,next,0,sofa,side_table; eq,1,on,0,side_table,fern; eq,1,above,0,media_console,painting; eq,3,within,0,bookshelf,book; eq,1,within,0,bookshelf,photo_frame","eq,1,against,media_console,wall; eq,1,on,painting,wall; eq,1,near,bookshelf,window; eq,1,middle,rug,room",hard,single_room
386,"A spacious living area centered by a deep blue sectional sofa paired with two mid-century armchairs facing a rectangular marble coffee table. A low-profile media console holds a 55-inch flat-screen TV and a soundbar. On each end of the console stands a tall wooden bookshelf displaying in total four hardcover books and two small ceramic vases. A geometric wool rug sits below the sofa, while three fiddle leaf figs in terracotta pots line the walls. A tripod floor lamp illuminates the reading corner next to a round side table topped with a sculptural metal vase and two art books.","eq,1,sofa; eq,2,armchair; eq,1,coffee_table; eq,1,media_console; eq,1,TV; eq,1,soundbar; eq,2,bookshelf; eq,6,book; eq,3,vase; eq,1,rug; eq,3,potted_plant; eq,1,floor_lamp; eq,1,side_table","eq,1,sofa,deep_blue; eq,1,sofa,sectional; eq,2,armchair,mid_century; eq,1,coffee_table,marble; eq,1,coffee_table,rectangular; eq,1,media_console,low_profile; eq,1,TV,55_inch; eq,1,TV,flat_screen; eq,2,bookshelf,tall; eq,2,bookshelf,wooden; eq,4,book,hardcover; eq,2,book,art; eq,2,vase,ceramic; eq,2,vase,small; eq,1,vase,metal; eq,1,vase,sculptural; eq,1,rug,geometric; eq,1,rug,wool; eq,3,potted_plant,fiddle_leaf_fig; eq,3,potted_plant,terracotta; eq,1,floor_lamp,tripod; eq,1,side_table,round","eq,1,face,0,coffee_table,sofa; eq,2,face,0,coffee_table,armchair; eq,1,on,0,media_console,TV; eq,1,on,0,media_console,soundbar; eq,1,left,0,media_console,bookshelf; eq,4,within,0,bookshelf,book; eq,2,within,0,bookshelf,vase; eq,1,on,0,rug,sofa; eq,1,next,0,floor_lamp,side_table; eq,1,on,0,side_table,vase; eq,2,on,0,side_table,book; eq,1,right,0,media_console,bookshelf","eq,1,center,sofa,room; eq,3,against,potted_plant,wall",hard,single_room
387,"Warm mid-century modern style emerges with a walnut three-seater sofa facing two lounge chairs and a kidney-shaped teak coffee table. A black steel media cabinet supports a vinyl turntable and a pair of compact speakers. Above the sofa, a large abstract canvas adds color. A shag area rug covers the floor and a brass wall sconce casts soft light. In one corner, a rattan plant stand holds a large monstera in a ceramic pot. A small round side table holds a white table lamp and a single potted succulent.","eq,1,sofa; eq,2,lounge_chair; eq,1,coffee_table; eq,1,media_cabinet; eq,1,vinyl_turntable; eq,2,speaker; eq,1,canvas; eq,1,area_rug; eq,1,wall_sconce; eq,1,plant_stand; eq,2,potted_plant; eq,1,side_table; eq,1,table_lamp","eq,1,sofa,walnut; eq,1,sofa,three_seater; eq,1,sofa,mid_century_modern; eq,1,coffee_table,kidney_shaped; eq,1,coffee_table,teak; eq,1,media_cabinet,black; eq,1,media_cabinet,steel; eq,2,speaker,compact; eq,1,canvas,large; eq,1,canvas,abstract; eq,1,area_rug,shag; eq,1,wall_sconce,brass; eq,1,plant_stand,rattan; eq,1,potted_plant,monstera; eq,1,potted_plant,succulent; eq,1,side_table,small; eq,1,side_table,round; eq,1,table_lamp,white; eq,1,potted_plant,ceramic; eq,1,potted_plant,small","eq,1,face,0,lounge_chair,sofa; eq,1,face,0,coffee_table,sofa; eq,1,on,0,media_cabinet,vinyl_turntable; eq,2,on,0,media_cabinet,speaker; eq,1,above,0,sofa,canvas; eq,1,on,0,plant_stand,potted_plant; eq,1,on,0,side_table,table_lamp; eq,1,on,0,side_table,potted_plant","eq,1,corner,plant_stand,room; eq,1,on,wall_sconce,wall",hard,single_room
388,"Luxurious textures define this space with a button-tufted velvet sofa opposite two leather club chairs all facing a round marble coffee table. Two luxury side tables flank the sofa, one supporting a crystal table lamp. A black lacquer media console sits beneath a wall-mounted 65-inch flat-screen TV. To the side, a tall metal display cabinet holds six art books and four porcelain figurines. Twin sculptural floor lamps rise behind the chairs, and a decorative brass bowl rests on the coffee table.","eq,1,sofa; eq,2,club_chair; eq,1,coffee_table; eq,2,side_table; eq,1,table_lamp; eq,1,media_console; eq,1,TV; eq,1,display_cabinet; eq,6,book; eq,4,figurine; eq,2,floor_lamp; eq,1,bowl","eq,1,sofa,button_tufted; eq,1,sofa,velvet; eq,2,club_chair,leather; eq,1,coffee_table,round; eq,1,coffee_table,marble; eq,2,side_table,luxury; eq,1,table_lamp,crystal; eq,1,media_console,black; eq,1,media_console,lacquer; eq,1,TV,65_inch; eq,1,TV,flat_screen; eq,1,TV,wall_mounted; eq,1,display_cabinet,tall; eq,1,display_cabinet,metal; eq,6,book,art; eq,4,figurine,porcelain; eq,2,floor_lamp,sculptural; eq,1,bowl,brass; eq,1,bowl,decorative","eq,1,face,0,coffee_table,sofa; eq,2,face,0,coffee_table,club_chair; eq,1,left,0,sofa,side_table; eq,1,right,0,sofa,side_table; eq,1,on,0,side_table,table_lamp; eq,1,above,0,media_console,TV; eq,1,near,0,media_console,display_cabinet; eq,6,within,0,display_cabinet,book; eq,4,within,0,display_cabinet,figurine; eq,2,behind,0,club_chair,floor_lamp; eq,1,on,0,coffee_table,bowl; eq,2,opposite,0,club_chair,sofa","eq,1,on,TV,wall",hard,single_room
389,"Eclectic living room blending industrial and boho touches: a leather channel-back sofa faces a reclaimed wood coffee table with a woven jute rug beneath. Two swivel velvet armchairs sit on the rug. A steel-framed media shelf supports a flat-screen TV, a record player, and three vinyl albums. Nearby, a simple wall shelf displays five hardcover novels, two ceramic planters, and a small brass sculpture. A tripod floor lamp and a woven basket filled with rolled blankets complete the scene.","eq,1,sofa; eq,1,coffee_table; eq,1,rug; eq,2,armchair; eq,1,media_shelf; eq,1,TV; eq,1,record_player; eq,3,vinyl_album; eq,1,wall_shelf; eq,5,novel; eq,2,planter; eq,1,sculpture; eq,1,floor_lamp; eq,1,basket; ge,2,blanket","eq,1,sofa,leather; eq,1,sofa,channel_back; eq,1,coffee_table,reclaimed_wood; eq,1,rug,woven; eq,2,armchair,swivel; eq,2,armchair,velvet; eq,1,media_shelf,steel_framed; eq,1,TV,flat_screen; eq,3,vinyl_album,vinyl; eq,1,wall_shelf,simple; eq,5,novel,hardcover; eq,2,planter,ceramic; eq,1,sculpture,small; eq,1,sculpture,brass; eq,1,floor_lamp,tripod; eq,1,basket,woven; ge,2,blanket,rolled; eq,1,rug,jute","eq,1,face,0,coffee_table,sofa; eq,1,on,0,rug,coffee_table; eq,2,on,0,rug,armchair; eq,1,on,0,media_shelf,TV; eq,1,on,0,media_shelf,record_player; eq,3,on,0,media_shelf,vinyl_album; eq,5,on,0,wall_shelf,novel; eq,2,on,0,wall_shelf,planter; eq,1,on,0,wall_shelf,sculpture; ge,2,within,0,basket,blanket","eq,1,on,TV,wall",hard,single_room
390,"A contemporary living room centered around a gray sectional sofa facing a wall-mounted flat-screen TV opposite a wide picture window. In front of the sofa, a rectangular glass coffee table holds a decorative ceramic vase and two coasters atop a plush round rug that anchors the seating area. Two poufs line the long side of the sofa on the rug, providing extra seating. A tall open-shelf bookcase stands against the opposite wall, displaying a potted plant on the top shelf, a framed photo next to it, and three novels. Near the window, a slender floor lamp illuminates the corner. By the entrance door, a narrow console table supports a remote control and a scented candle.","eq,1,sofa; eq,1,TV; eq,1,coffee_table; eq,1,vase; eq,2,coaster; eq,1,rug; eq,2,pouf; eq,1,bookcase; eq,1,potted_plant; eq,1,photo; eq,3,novel; eq,1,floor_lamp; eq,1,console_table; eq,1,remote_control; eq,1,candle","eq,1,sofa,gray; eq,1,sofa,sectional; eq,1,TV,wall_mounted; eq,1,TV,flat_screen; eq,1,coffee_table,rectangular; eq,1,coffee_table,glass; eq,1,vase,decorative; eq,1,vase,ceramic; eq,1,rug,plush; eq,1,rug,round; eq,1,bookcase,tall; eq,1,bookcase,open_shelf; eq,1,photo,framed; eq,1,floor_lamp,slender; eq,1,console_table,narrow; eq,1,candle,scented","eq,1,face,0,TV,sofa; eq,1,front,0,sofa,coffee_table; eq,1,on,0,rug,coffee_table; eq,1,on,0,coffee_table,vase; eq,2,on,0,coffee_table,coaster; eq,2,long_side,0,sofa,pouf; eq,2,on,0,rug,pouf; eq,1,within,0,bookcase,potted_plant; eq,1,within,0,bookcase,photo; eq,3,within,0,bookcase,novel; eq,1,on,0,console_table,remote_control; eq,1,on,0,console_table,candle; eq,1,next,0,potted_plant,photo","eq,1,on,TV,wall; eq,1,against,bookcase,wall; eq,1,near,floor_lamp,window; eq,1,next,console_table,door",hard,single_room
391,"An elegant living room features a circular marble coffee table surrounded by three velvet armchairs set on a large hexagonal rug. Directly beneath a wide picture window, a low media console supports a soundbar and two potted succulents on its top surface. A minimalist tripod floor lamp stands in the corner beside the door. A geometric metal side table sits next to one armchair, holding two magazines and a ceramic mug. On the opposite wall, a low-profile credenza beneath a hanging round mirror displays a decorative bowl and a photo album on its surface. A tall tripod plant stand stands beside another armchair, adding greenery.","eq,1,coffee_table; eq,3,armchair; eq,1,rug; eq,1,media_console; eq,1,soundbar; eq,2,succulent; eq,1,floor_lamp; eq,1,side_table; eq,2,magazine; eq,1,mug; eq,1,credenza; eq,1,mirror; eq,1,bowl; eq,1,photo_album; eq,1,plant_stand","eq,1,coffee_table,circular; eq,1,coffee_table,marble; eq,3,armchair,velvet; eq,1,rug,large; eq,1,rug,hexagonal; eq,1,media_console,low; eq,2,succulent,potted; eq,1,floor_lamp,minimalist; eq,1,floor_lamp,tripod; eq,1,side_table,geometric; eq,1,side_table,metal; eq,1,mug,ceramic; eq,1,credenza,low_profile; eq,1,mirror,round; eq,1,bowl,decorative; eq,1,plant_stand,tall; eq,1,plant_stand,tripod","eq,1,surround,0,coffee_table,armchair:0,armchair:1,armchair:2; eq,1,on,0,rug,coffee_table; eq,3,on,0,rug,armchair; eq,1,on,0,media_console,soundbar; eq,2,on,0,media_console,succulent; eq,1,next,0,armchair,side_table; eq,2,on,0,side_table,magazine; eq,1,on,0,side_table,mug; eq,1,on,0,credenza,bowl; eq,1,on,0,credenza,photo_album; eq,1,above,0,credenza,mirror; eq,1,next,0,armchair,plant_stand; eq,1,opposite,0,side_table,credenza","eq,1,below,media_console,window; eq,1,corner,floor_lamp,room; eq,1,next,floor_lamp,door; eq,1,against,credenza,wall; eq,1,on,mirror,wall",hard,single_room
